t,x,xdot,theta,thetadot,u,theta_ref,x_hat,theta_hat
2.59,-0.0254697,-0.0565743,0.0060236,0.01431,0.573617,-0.00662231,-0.0309784,0.00903756
2.6,-0.0259782,-0.0451338,0.006058,-0.00739538,-2.09626,-0.0042392,-0.0191063,-0.00854964
2.61,-0.0266391,-0.0870105,0.00640877,0.077439,2.83624,-0.0042392,-0.0335869,0.0210963
2.62,-0.0272253,-0.030296,0.00662123,-0.0347681,-2.95112,-0.0042392,-0.0298977,-0.0130564
2.63,-0.0278237,-0.0893208,0.00687068,0.0844925,-3.17242,-0.0042392,-0.0224659,-0.019168
2.64,-0.0290329,-0.152472,0.00835243,0.211733,-2.68748,-0.0042392,-0.023604,-0.0203841
2.65,-0.0308238,-0.205688,0.0110068,0.319093,0.681115,-0.0068714,-0.0304324,-0.000285649
2.66,-0.0328098,-0.191544,0.0140622,0.292176,2.38491,-0.0068714,-0.0488401,0.0133818
2.67,-0.0344853,-0.143606,0.016514,0.198447,1.8328,-0.0068714,-0.0479809,0.0142775
2.68,-0.0357382,-0.107017,0.0181459,0.128105,2.27565,-0.0068714,-0.0239141,0.0204798
2.69,-0.0365822,-0.0618424,0.0189912,0.0411234,2.40025,-0.0068714,-0.0214312,0.0248555
2.7,-0.0369635,-0.0144412,0.0189465,-0.0499132,1.49932,-0.0110156,-0.0483658,0.0235663
2.71,-0.0369618,0.0147563,0.0181748,-0.104376,1.24434,-0.0110156,-0.047861,0.0238037
2.72,-0.0366942,0.0387544,0.0169106,-0.148468,-3.06098,-0.0110156,-0.0266379,-0.00355413
2.73,-0.0366167,-0.0231918,0.016064,-0.021079,2.50459,-0.0110156,-0.0461849,0.0283664
2.74,-0.0366013,0.0262207,0.0153753,-0.116549,-0.155614,-0.0110156,-0.0447217,0.0142696
2.75,-0.0363585,0.0223522,0.0142653,-0.105514,0.204326,-0.00652162,-0.0353752,0.0144638
2.76,-0.0361181,0.0257277,0.013192,-0.10919,1.51484,-0.00652162,-0.0325029,0.0227721
2.77,-0.035713,0.055271,0.0118193,-0.165321,-0.984617,-0.00652162,-0.0283878,0.00766981
2.78,-0.0352625,0.0348636,0.0103842,-0.121827,-2.37149,-0.00652162,-0.0274233,-0.0038916
2.79,-0.0351537,-0.0130491,0.00965695,-0.0237989,1.73637,-0.00652162,-0.0256107,0.0193812
2.8,-0.0351125,0.0212504,0.00908587,-0.0903433,-0.31633,-0.0104747,-0.0520643,0.00944396
2.81,-0.0349341,0.0144544,0.00826065,-0.0747596,-2.14793,-0.0104747,-0.0317355,-0.00335511
2.82,-0.0350061,-0.028811,0.00795484,0.0134522,1.84802,-0.0104747,-0.0405657,0.020048
2.83,-0.0351106,0.00786457,0.00773027,-0.0582675,-1.90607,-0.0104747,-0.0473063,-0.00193623
2.84,-0.0352241,-0.0305208,0.00753983,0.0200528,-0.262866,-0.0104747,-0.052129,0.00616173
2.85,-0.0355564,-0.0359267,0.00780148,0.0322722,-0.90455,-0.00679686,-0.0415651,0.000552962
2.86,-0.0360066,-0.0541151,0.00831319,0.0700382,-0.626781,-0.00679686,-0.046555,0.00108841
2.87,-0.0366107,-0.0666904,0.00914637,0.0965969,0.285435,-0.00679686,-0.0398393,0.00641128
2.88,-0.0372493,-0.0610376,0.0100633,0.0868485,-1.1604,-0.00679686,-0.0331941,-0.00255048
2.89,-0.037976,-0.084289,0.0111728,0.135026,4.5049,-0.00679686,-0.0294284,0.0336781
2.9,-0.0383693,0.0055418,0.0116338,-0.0425247,-1.57746,-0.00884123,-0.0508817,0.000834559
2.91,-0.0384738,-0.0264227,0.0115402,0.0236936,0.626404,-0.00884123,-0.030644,0.0129112
2.92,-0.0386772,-0.0142604,0.0116665,0.00160342,-1.78192,-0.00884123,-0.037638,-0.00220454
2.93,-0.0389997,-0.0502026,0.0120532,0.0756571,-0.0585046,-0.00884123,-0.0527702,0.00655239
2.94,-0.0395087,-0.0516006,0.0128344,0.080612,2.84395,-0.00884123,-0.0240436,0.0260264
2.95,-0.039742,0.00487438,0.0130873,-0.0298604,3.2278,-0.00384123,-0.0341366,0.0313292
2.96,-0.0393738,0.0687144,0.0121637,-0.154705,-0.179621,-0.00375035,-0.0338617,0.0127014
2.97,-0.0387088,0.0643031,0.0106751,-0.143115,0.141765,-0.00375035,-0.0474149,0.0134503
2.98,-0.0380554,0.0663843,0.00923573,-0.144812,-0.828222,-0.00375035,-0.0273126,0.00622094
2.99,-0.0374778,0.0491632,0.00797103,-0.108239,1.48203,-0.00375035,-0.042996,0.0195076
3,-0.0368411,0.0781639,0.00660815,-0.164314,-1.91308,-0.00254478,-0.0298261,-0.00198569
3.01,-0.0362537,0.0393471,0.00536207,-0.0850769,-0.489843,-0.00254478,-0.0371889,0.00375464
3.02,-0.0359113,0.0291655,0.00461964,-0.063474,-2.14805,-0.00254478,-0.0350158,-0.00852307
3.03,-0.0358357,-0.0140139,0.0044221,0.0238264,2.40153,-0.00254478,-0.0320072,0.0182638
3.04,-0.0357366,0.033788,0.0041864,-0.0708334,0.168149,-0.00254478,-0.0275596,0.00696477
3.05,-0.0353837,0.0368076,0.00345306,-0.075861,0.114837,0.000866313,-0.0167609,0.00535488
3.06,-0.0350057,0.0387776,0.00267929,-0.0789233,0.0505564,0.000866313,-0.025921,0.00449029
3.07,-0.0346144,0.0394861,0.0018868,-0.0796097,-0.91641,0.000866313,-0.0363955,-0.00243898
3.08,-0.0343125,0.0209329,0.00127926,-0.0419822,1.02164,0.000866313,-0.0317672,0.00861963
3.09,-0.0340019,0.0411579,0.000659116,-0.0820142,0.865382,0.000866313,-0.0489798,0.00879422
3.1,-0.0335052,0.0581887,-0.000329407,-0.115685,-1.71279,-0.00413369,-0.0345546,-0.00587724
3.11,-0.0330957,0.0237422,-0.00114042,-0.0466577,-1.47026,-0.00430241,-0.0149855,-0.00689802
3.12,-0.0330054,-0.00566141,-0.00131342,0.0119613,-0.0301598,-0.00430241,-0.0566707,0.000679905
3.13,-0.0330646,-0.00618301,-0.00119006,0.012715,-0.910567,-0.00430241,-0.0190636,-0.004854
3.14,-0.033217,-0.0242697,-0.000883436,0.0485698,-2.68528,-0.00430241,-0.023262,-0.0176915
3.15,-0.0337269,-0.0776804,0.000134664,0.154937,-0.286721,-0.00448624,-0.0357733,-0.00516336
3.16,-0.0345304,-0.0830154,0.00173514,0.165217,2.31836,-0.00448624,-0.0322077,0.0126389
3.17,-0.0351273,-0.036419,0.00292062,0.0720722,1.76177,-0.00448624,-0.0298526,0.0131744
3.18,-0.0353153,-0.00120603,0.00329104,0.00213461,3.17802,-0.00448624,-0.0259763,0.0255657
3.19,-0.0350107,0.0620676,0.00268296,-0.123589,-2.44978,-0.00448624,-0.0114611,-0.00723285
3.2,-0.0346367,0.0127824,0.00194434,-0.0243176,-1.34689,-0.00716013,-0.0463685,-0.00313079
3.21,-0.034644,-0.0142254,0.00197346,0.0300624,2.65272,-0.00716013,-0.0196623,0.0216836
3.22,-0.0345215,0.0386875,0.00174653,-0.0753002,-1.33999,-0.00716013,-0.0354289,-0.000653207
3.23,-0.0342697,0.0116955,0.00126626,-0.0208584,-1.57815,-0.00716013,-0.0358691,-0.00435055
3.24,-0.0343108,-0.0198929,0.00137506,0.042528,0.978081,-0.00716013,-0.0495954,0.0104629
3.25,-0.0344119,-0.000334141,0.00160548,0.00362659,1.36063,-0.00216013,-0.0209438,0.0131532
3.26,-0.0342797,0.0267489,0.00137249,-0.0501555,-0.707146,4.03361e-05,-0.036205,0.000436661
3.27,-0.0340837,0.0124562,0.00101594,-0.0212136,-0.633818,4.03361e-05,-0.0361698,-0.000698922
3.28,-0.0340229,-0.000287743,0.000932537,0.00449089,2.12353,4.03361e-05,-0.0404093,0.0163481
3.29,-0.033814,0.0420404,0.000555089,-0.079871,0.422397,4.03361e-05,-0.0359596,0.00790522
3.3,-0.0333526,0.050236,-0.000323802,-0.0959229,0.26345,-0.00471009,-0.0374237,0.00848488
3.31,-0.0328252,0.0552541,-0.00133206,-0.10576,0.605824,-0.00471009,-0.042049,0.0109334
3.32,-0.0322133,0.0671162,-0.00250795,-0.129437,-1.45447,-0.00471009,-0.0301626,-0.00214707
3.33,-0.0316886,0.0378653,-0.00351035,-0.0711763,-2.52036,-0.00471009,-0.0200973,-0.0117233
3.34,-0.0315618,-0.0124623,-0.00372128,0.0288286,0.0519995,-0.00471009,-0.0184933,0.00165092
3.35,-0.0316802,-0.0112151,-0.00344955,0.025535,2.22875,-0.00338909,-0.0330747,0.0161777
3.36,-0.0315688,0.0334372,-0.0036444,-0.0643801,-3.91858,-0.00338909,-0.0224587,-0.0212727
3.37,-0.0316258,-0.0447563,-0.00350901,0.0912311,2.19063,-0.00338909,-0.0293469,0.0134876
3.38,-0.0318528,-0.000694317,-0.00304206,0.00231332,-0.144998,-0.00338909,-0.041083,0.00166278
3.39,-0.0318736,-0.00346405,-0.00299425,0.00724332,-2.12738,-0.00338909,-0.0180064,-0.0116835
3.4,-0.03212,-0.0457673,-0.0025019,0.0911213,0.18917,-0.00294335,-0.0314542,0.000558808
3.41,-0.0325571,-0.0416664,-0.00163553,0.0822061,-1.63639,-0.00294335,-0.0201818,-0.0109263
3.42,-0.0331357,-0.0740374,-0.000492674,0.146321,-0.719275,-0.00294335,-0.02629,-0.00690752
3.43,-0.0339459,-0.0879956,0.00110738,0.173722,1.03075,-0.00294335,-0.0466114,0.00425547
3.44,-0.0347209,-0.0670362,0.00263348,0.131631,-0.696105,-0.00294335,-0.00922997,-0.00511214
3.45,-0.0354595,-0.0806897,0.00408688,0.159073,-0.319487,-0.00576009,-0.0418907,-0.00231428
3.46,-0.0362971,-0.0868182,0.00574046,0.1717,2.8913,-0.00576009,-0.0232241,0.0192781
3.47,-0.0368755,-0.0289313,0.00688172,0.0567772,-1.09183,-0.00576009,-0.0297923,-0.00235296
3.48,-0.0372744,-0.050835,0.00767436,0.101719,1.51465,-0.00576009,-0.0242542,0.0134988
3.49,-0.0376318,-0.0206651,0.00839588,0.0427084,-0.522328,-0.00576009,-0.0336941,0.00242493
3.5,-0.0378917,-0.0313076,0.00893694,0.0654943,0.648877,-0.00673153,-0.0465155,0.00976662
3.51,-0.0381409,-0.0185541,0.00947213,0.0416052,-1.61768,-0.00673153,-0.0481822,-0.00423905
3.52,-0.0384893,-0.0510972,0.0102222,0.10834,2.56278,-0.00673153,-0.0514501,0.0212548
3.53,-0.0387451,-0.00011527,0.0108042,0.00825041,2.18815,-0.00673153,-0.0447807,0.0228386
3.54,-0.0385299,0.0431159,0.010465,-0.0759877,-2.07425,-0.00673153,-0.0393014,-0.00250447
3.55,-0.0383089,0.0011199,0.0101364,0.0101221,0.418407,-0.00489232,-0.0409184,0.00991694
3.56,-0.0382579,0.00907118,0.0101679,-0.00379884,1.40812,-0.00489232,-0.0388382,0.0168865
3.57,-0.0380288,0.0367248,0.00986343,-0.0570229,-0.425219,-0.00489232,-0.0460104,0.00646074
3.58,-0.0377069,0.0276818,0.00939414,-0.036886,0.93088,-0.00489232,-0.0407985,0.0143822
3.59,-0.0373396,0.0457546,0.00885435,-0.0710435,-2.43749,-0.00489232,-0.0183706,-0.00705941
3.6,-0.0371282,-0.0034329,0.00864543,0.029101,0.936938,-0.00201044,-0.0306117,0.0103875
3.61,-0.0370706,0.0149482,0.00876069,-0.0059894,1.25884,-0.00201044,-0.0444973,0.0136848
3.62,-0.0367975,0.0396547,0.00846246,-0.0535984,0.211665,-0.00201044,-0.0440372,0.0082039
3.63,-0.0363824,0.0433608,0.00789852,-0.0592047,2.67292,-0.00201044,-0.0309351,0.0243945
3.64,-0.0356845,0.0961684,0.00678715,-0.162964,0.319609,-0.00201044,-0.0374113,0.0121584
3.65,-0.0346947,0.101812,0.00511022,-0.172484,1.55105,-0.00519323,-0.0418904,0.0210117
3.66,-0.0335252,0.132058,0.00309061,-0.231442,1.47998,-0.00519323,-0.02693,0.022227
3.67,-0.0320608,0.160815,0.000495231,-0.287667,0.667516,-0.00519323,-0.0307066,0.0182068
3.68,-0.0303902,0.173321,-0.00250161,-0.311802,-3.71375,-0.00519323,-0.0156667,-0.0109642
3.69,-0.0290316,0.0984828,-0.0048691,-0.162028,-0.651569,-0.00519323,-0.0216215,0.00299281
3.7,-0.0281133,0.0851985,-0.00635886,-0.136032,-0.968364,-0.00487637,-0.0413299,-0.000428208
3.71,-0.0273588,0.0657195,-0.00752859,-0.0980249,0.579279,-0.00487637,-0.0149362,0.00832689
3.72,-0.0266439,0.0772559,-0.00863006,-0.122283,-2.01521,-0.00487637,-0.0343735,-0.00806581
3.73,-0.0260728,0.0370224,-0.00945723,-0.0433093,-3.62781,-0.00487637,-0.017571,-0.0218567
3.74,-0.0260637,-0.0351451,-0.00917742,0.0990699,0.256058,-0.00487637,-0.0295451,-0.00105571
3.75,-0.0263868,-0.0294879,-0.00825378,0.0857198,-2.0879,0.000123626,-0.0172188,-0.0171206
3.76,-0.0268876,-0.0706533,-0.0069944,0.166091,-2.36302,0.00167713,-0.0265935,-0.0222238
3.77,-0.0278268,-0.117151,-0.00487799,0.257151,-1.59284,0.00167713,-0.0233102,-0.0200575
3.78,-0.0291533,-0.148136,-0.00200539,0.317409,1.8269,0.00167713,-0.0223471,0.00124341
3.79,-0.030448,-0.110859,0.000789209,0.241751,2.14136,0.00167713,-0.0208293,0.0070751
3.8,-0.0313401,-0.0676059,0.00277136,0.1549,2.43825,-0.00332287,-0.0449725,0.0145071
3.81,-0.0317715,-0.0187253,0.003832,0.0574237,1.2031,-0.00629034,-0.034283,0.0114376
3.82,-0.0318388,0.00522927,0.00416962,0.0101863,0.181961,-0.00629034,-0.0325738,0.00673164
3.83,-0.0317693,0.00868069,0.0042409,0.00408326,-0.774789,-0.00629034,-0.0066774,0.000708627
3.84,-0.0317608,-0.00697312,0.00444233,0.0361643,-1.22947,-0.00629034,-0.0198276,-0.00342416
3.85,-0.0319539,-0.0316259,0.00505425,0.0861732,0.447682,-0.00251082,-0.03192,0.00484426
3.86,-0.0322255,-0.022722,0.0058306,0.0691581,0.629273,-0.00251082,-0.0268103,0.00679044
3.87,-0.0323904,-0.0102705,0.00640235,0.045254,0.36948,-0.00251082,-0.0348633,0.00598136
3.88,-0.0324572,-0.00308567,0.00678863,0.0320416,0.169429,-0.00251082,-0.0525014,0.00508314
3.89,-0.0324723,5.79233e-05,0.00708378,0.0270094,2.61309,-0.00251082,-0.0407139,0.0214649
3.9,-0.0322122,0.0519211,0.00684188,-0.0752467,0.888633,-0.00241855,-0.0311482,0.0136386
3.91,-0.0316068,0.0691347,0.00592516,-0.108089,2.01576,-0.00241855,-0.016741,0.0218808
3.92,-0.0307171,0.108783,0.00445531,-0.185829,-2.43974,-0.00241855,-0.040005,-0.00550546
3.93,-0.0298764,0.0594104,0.00309784,-0.0858765,2.48055,-0.00241855,-0.0157975,0.0227553
3.94,-0.0290367,0.108491,0.0017527,-0.183066,-0.476054,-0.00241855,-0.0453148,0.00629727
3.95,-0.0280024,0.0983991,2.74465e-05,-0.162095,-0.155039,-0.0061032,-0.0445305,0.00817672
3.96,-0.0270363,0.094829,-0.00155531,-0.15454,-1.56434,-0.0061032,-0.0309724,-0.00179353
3.97,-0.0262462,0.0632255,-0.00278391,-0.0913302,-2.17897,-0.0061032,-0.0289555,-0.00848998
3.98,-0.0258325,0.0195679,-0.00326205,-0.00445129,-1.22607,-0.0061032,-0.0168382,-0.00535801
3.99,-0.025759,-0.00484325,-0.00306563,0.0436726,0.342683,-0.0061032,-0.0235763,0.00364922
4,-0.0257724,0.00215425,-0.00270253,0.0289851,-2.37877,-0.0011032,-0.0247303,-0.0151263
4.01,-0.0259877,-0.0451866,-0.00194245,0.122924,0.582378,-0.000548122,-0.0182811,0.000946791
4.02,-0.0263798,-0.0332496,-0.000836324,0.0983871,-0.334511,-0.000548122,-0.0292333,-0.00391593
4.03,-0.0267446,-0.0397065,0.000209787,0.110864,-0.307726,-0.000548122,-0.0311578,-0.00398471
4.04,-0.0271713,-0.0456377,0.00137624,0.122463,0.243091,-0.000548122,-0.016122,-0.000492782
4.05,-0.0276024,-0.0405968,0.00254996,0.112349,0.684145,-0.00125248,-0.0261686,0.00333822
4.06,-0.0279394,-0.0268288,0.00353658,0.0850614,1.53398,-0.00125248,-0.0282425,0.0102924
4.07,-0.0280545,0.00378445,0.00408329,0.0243968,0.967669,-0.00125248,-0.0433751,0.00892137
4.08,-0.0279208,0.0229259,0.0041395,-0.0130938,0.35015,-0.00125248,-0.0325071,0.00610285
4.09,-0.0276579,0.0296509,0.00394558,-0.0256802,0.743598,-0.00125248,-0.0309874,0.00896502
4.1,-0.0272886,0.0441989,0.00354758,-0.0538948,-0.783163,-0.00257159,-0.0302625,2.18076e-05
4.11,-0.0269266,0.0282334,0.00317255,-0.0211769,-1.39578,-0.00257159,-0.0221118,-0.00551937
4.12,-0.0267848,0.000142479,0.00324507,0.0355984,-1.6654,-0.00257159,-0.028462,-0.00951954
4.13,-0.0269502,-0.0331882,0.00393693,0.102705,1.81014,-0.00257159,-0.0278099,0.0112933
4.14,-0.0271012,0.00295266,0.00460494,0.0310343,0.200678,-0.00257159,-0.0444302,0.00361699
4.15,-0.0270525,0.00678029,0.00488105,0.0242113,1.51799,-0.0028244,-0.0309263,0.0128131
4.16,-0.0268342,0.0368564,0.00482687,-0.0349598,-1.81285,-0.0028244,-0.0496275,-0.00712902
4.17,-0.0266483,0.000339675,0.00484762,0.0390014,-1.13957,-0.0028244,-0.008929,-0.0055631
4.18,-0.0267595,-0.0225631,0.00547077,0.0855875,-2.46356,-0.0028244,-0.0346825,-0.0159902
4.19,-0.0272315,-0.0717858,0.00682283,0.184737,1.3033,-0.0028244,-0.0333183,0.00573817
4.2,-0.0278186,-0.045672,0.00841298,0.133444,3.86174,-0.00328003,-0.0324673,0.0255188
4.21,-0.0278902,0.0312841,0.00898424,-0.0189363,-0.803963,-0.00328003,-0.0295404,0.00052478
4.22,-0.02766,0.0147615,0.00896915,0.0158667,-0.660952,-0.00328003,-0.0412294,-2.2621e-06
4.23,-0.0275804,0.00117613,0.00927218,0.044711,0.821541,-0.00328003,-0.0295131,0.00877695
4.24,-0.0274883,0.0172204,0.00956728,0.0143696,4.62226,-0.00328003,-0.0199583,0.03533
4.25,-0.0268569,0.108989,0.00880265,-0.167057,1.60742,-0.00453693,-0.0372015,0.0223606
4.26,-0.0256109,0.14019,0.0068313,-0.227211,-1.36545,-0.00453693,-0.0227157,0.0041331
4.27,-0.0243501,0.112009,0.0048511,-0.169007,-0.697975,-0.00453693,-0.0170286,0.00559345
4.28,-0.0233033,0.0973625,0.00331478,-0.13837,-0.241645,-0.00453693,-0.0257206,0.00696721
4.29,-0.0223568,0.0919529,0.00199052,-0.12656,1.41327,-0.00453693,-0.031812,0.017193
4.3,-0.0212988,0.119636,0.00045202,-0.181128,-1.31737,-0.00227535,-0.0292311,-3.08019e-05
4.31,-0.020237,0.0927677,-0.00108743,-0.126913,-4.98923,-0.00227535,-0.0139336,-0.0271811
4.32,-0.0198094,-0.00715269,-0.00135668,0.0727513,1.10572,-0.00227535,-0.0120741,0.00563764
4.33,-0.0197699,0.0150237,-0.000853325,0.0280095,-0.443042,-0.00227535,-0.0162149,-0.00260387
4.34,-0.0196639,0.00617354,-0.000486007,0.0454445,0.360843,-0.00227535,-0.0260383,0.00231297
4.35,-0.0195661,0.0133896,-0.000104877,0.0308208,-3.00005,-0.00102636,-0.0241425,-0.0197116
4.36,-0.0197318,-0.0464902,0.000801444,0.150305,0.259526,-0.00102636,-0.0188414,-0.00234368
4.37,-0.0201696,-0.0410812,0.00224891,0.139271,-0.449264,-0.00102636,-0.0196605,-0.00611777
4.38,-0.0206245,-0.0498952,0.00372983,0.156953,1.64,-0.00102636,-0.0124108,0.00760607
4.39,-0.020959,-0.0170455,0.00497219,0.0916743,1.21918,-0.00102636,-0.026848,0.007714
4.4,-0.0210081,0.00719623,0.00565004,0.0439982,-0.918501,-0.000182046,-0.0201089,-0.00485244
4.41,-0.0210289,-0.0113527,0.00628034,0.0820332,-3.38926,-0.000182046,-0.0163825,-0.0228059
4.42,-0.0214816,-0.0791191,0.00778309,0.218382,4.13491,-0.000182046,-0.0228367,0.0223778
4.43,-0.0218593,0.00348827,0.00914531,0.0543726,-0.815157,-0.000182046,-0.0195245,-0.00390018
4.44,-0.0219075,-0.013115,0.00986316,0.0891784,0.471455,-0.000182046,-0.0237425,0.00331935
4.45,-0.021993,-0.0039972,0.0106721,0.07267,-0.0446341,-0.000666498,-0.0207826,0.000739328
4.46,-0.0220392,-0.00525058,0.0114207,0.0770735,1.25112,-0.000666498,-0.0292338,0.00927043
4.47,-0.0219687,0.019321,0.0119558,0.0300412,0.412152,-0.000666498,-0.0280689,0.00550157
4.48,-0.021737,0.027014,0.0121905,0.0169409,3.28336,-0.000666498,-0.0270358,0.0250216
4.49,-0.021142,0.0919333,0.0117226,-0.110357,-0.394167,-0.000666498,-0.0129941,0.00509501
4.5,-0.0202665,0.0831896,0.0107196,-0.0903164,-1.79473,-0.00269346,-0.0275013,-0.00493438
4.51,-0.0196177,0.0465923,0.0101942,-0.0149009,1.65065,-0.00269346,-0.00279816,0.014894
4.52,-0.01899,0.0789273,0.00973209,-0.0774397,-0.503767,-0.00269346,-0.0218135,0.00284375
4.53,-0.0182547,0.0681436,0.00907621,-0.0537997,0.359381,-0.00269346,-0.0334158,0.00746189
4.54,-0.0175407,0.0746586,0.00848279,-0.0648946,-0.14992,-0.00269346,-0.0377634,0.00433535
4.55,-0.0168124,0.0710056,0.00787966,-0.0557714,0.00437464,8.25126e-05,-0.017056,0.00392307
4.56,-0.016105,0.0704732,0.00733583,-0.0530218,2.01852,8.25126e-05,-0.0235017,0.0169153
4.57,-0.0152018,0.110144,0.00641698,-0.130673,1.17072,8.25126e-05,-0.0220678,0.0138603
4.58,-0.0139873,0.13274,0.00489261,-0.174205,-2.36821,8.25126e-05,-0.0240775,-0.00868017
4.59,-0.0129005,0.0846883,0.00363843,-0.0768337,1.87692,8.25126e-05,-0.0168739,0.0153133
4.6,-0.0118688,0.12161,0.00250568,-0.149659,0.29882,-0.00333601,-0.0287579,0.00839243
4.61,-0.0106262,0.126911,0.000960824,-0.159367,-0.144272,-0.00333601,0.000672137,0.00554071
4.62,-0.00937472,0.123407,-0.000594449,-0.151769,-2.76861,-0.00333601,-0.0222349,-0.0125205
4.63,-0.00841982,0.0676302,-0.00155275,-0.0401018,-0.495589,-0.00333601,-0.0153334,-0.00175762
4.64,-0.00779415,0.0575141,-0.00185353,-0.0200992,0.14554,-0.00333601,0.00639814,0.00198122
4.65,-0.00720533,0.0602499,-0.00208339,-0.0258736,-0.0119537,0.00166399,-0.000242912,-0.000261449
4.66,-0.0066049,0.059839,-0.00233966,-0.025394,1.17498,0.00434469,0.00875859,0.0065755
4.67,-0.00589002,0.0831175,-0.00282825,-0.0722751,0.958924,0.00434469,0.0105138,0.00653282
4.68,-0.00496444,0.101988,-0.00374133,-0.110327,-0.494902,0.00434469,0.003796,-0.00223702
4.69,-0.00399559,0.0917977,-0.00474471,-0.0904234,-0.345316,0.00434469,-0.0104291,-0.00257375
4.7,-0.00311325,0.0846815,-0.00558106,-0.0769067,0.3308,0.00328149,-0.00149931,0.00132395
4.71,-0.00223424,0.0911206,-0.0064188,-0.0906593,-1.6478,0.00328149,-0.000625817,-0.0116433
4.72,-0.00148835,0.0580905,-0.00700006,-0.0257186,1.23046,0.00328149,-0.0109034,0.00481238
4.73,-0.000784486,0.0826639,-0.00750939,-0.0760958,0.894723,0.00328149,0.0109133,0.00440919
4.74,0.000131063,0.100436,-0.00845423,-0.112859,0.932952,0.00328149,0.0135276,0.0057978
4.75,0.00122787,0.118917,-0.00977415,-0.151129,-0.795363,0.00647575,0.0126238,-0.00572464
4.76,0.00233674,0.10288,-0.0111324,-0.120626,-2.42274,0.00647575,-0.00203142,-0.0184247
4.77,0.00312347,0.0545145,-0.0118642,-0.0259088,0.995215,0.00647575,-0.00470308,0.000305416
4.78,0.00376911,0.0745986,-0.0123353,-0.0682703,-1.63599,0.00647575,0.0198275,-0.0157778
4.79,0.00435251,0.0421139,-0.0127042,-0.00563819,-3.51894,0.00647575,0.0180527,-0.0309328
4.8,0.00442402,-0.0277542,-0.0120745,0.131411,-1.72927,0.00622809,0.0149534,-0.0240215
4.81,0.00397715,-0.0615994,-0.0104358,0.196296,2.93522,0.00622809,0.011078,0.00520931
4.82,0.003658,-0.00229447,-0.00907899,0.0753141,-3.44874,0.00622809,0.00300759,-0.0320985
4.83,0.00329283,-0.0706874,-0.00765211,0.209924,1.62601,0.00622809,0.0032787,-0.00305627
4.84,0.00275178,-0.037563,-0.00589473,0.141732,-0.401755,0.00622809,-0.006086,-0.0133138
4.85,0.00233836,-0.0451244,-0.00440974,0.155313,2.10485,0.00175935,0.00115363,0.00478105
4.86,0.00209945,-0.00270394,-0.00328742,0.0693312,-0.260841,0.00175935,0.00629231,-0.0070395
4.87,0.00204727,-0.00773242,-0.00254811,0.0785507,0.567676,0.00175935,-0.00552028,-0.00150902
4.88,0.00202749,0.00376264,-0.00188122,0.0548922,2.27942,0.00175935,0.0124037,0.0111363
4.89,0.00229312,0.0493202,-0.00179047,-0.0366001,-2.32706,0.00175935,-0.0186091,-0.015941
4.9,0.00255328,0.00275338,-0.00169208,0.0561419,-1.27147,0.00675935,0.023523,-0.0141659
4.91,0.00245433,-0.0225264,-0.000880425,0.106151,1.74382,0.00745051,-0.0029379,0.00370309
4.92,0.00240407,0.0124391,-0.000170981,0.0358753,0.715555,0.00745051,-0.0101622,-0.000516153
4.93,0.00259978,0.0266889,4.45879e-05,0.00729108,1.64887,0.00745051,-0.00776335,0.00652559
4.94,0.00303075,0.0594768,-0.000210386,-0.0581993,-0.678453,0.00745051,0.00538366,-0.00687865
4.95,0.00355647,0.0456836,-0.000653793,-0.0305437,-0.418612,0.00245051,0.0076525,-0.00505092
4.96,0.00397065,0.0371604,-0.00087419,-0.0135712,1.11958,0.00236868,0.00558238,0.00458967
4.97,0.00445341,0.0593732,-0.00123264,-0.0580679,0.292337,0.00236868,0.00441028,0.000789514
4.98,0.00507521,0.0649861,-0.00186976,-0.0693684,0.787154,0.00236868,-0.00764804,0.00438702
4.99,0.00580251,0.0804665,-0.00271899,-0.10047,-0.854136,0.00236868,0.0129188,-0.00555631
5,0.00652054,0.0631611,-0.0035518,-0.0661825,-0.709408,0.00234763,0.00857572,-0.00612834
5.01,0.00708058,0.0488621,-0.00407314,-0.0381504,-0.880425,0.00234763,0.0134989,-0.00842484
5.02,0.00748102,0.0312436,-0.0042819,-0.00366339,-0.359126,0.00234763,0.0116435,-0.00623077
5.03,0.00775781,0.0241202,-0.00425145,0.0097338,-1.74545,0.00234763,-0.00367897,-0.0158396
5.04,0.00782515,-0.0106239,-0.00381105,0.0782628,-0.690087,0.00234763,-0.00719046,-0.0111835
5.05,0.00765121,-0.0241585,-0.00289803,0.104344,-0.648794,0.00260068,0.0104559,-0.0115443
5.06,0.00734621,-0.0368375,-0.00173225,0.128828,0.48903,0.00260068,0.00875871,-0.00440683
5.07,0.0070281,-0.0268011,-0.000547969,0.108112,0.363446,0.00260068,0.0160759,-0.00395664
